timestamp,train_id,train_type,line,position_m,speed_kmph,station,event,delay_minutes,hour
2024-01-15 06:00:00,EX-001,Express,single_up,88829.03304619472,123.5,,moving,0.0,6
2024-01-15 06:00:00,PA-002,Passenger,central,17399.825789693587,71.1,,moving,0.0,6
2024-01-15 06:00:00,EX-003,Express,single_down,68555.58392721078,116.0,Vasai,moving,0.0,6
2024-01-15 06:00:00,EX-004,Express,loop,81479.55666827693,128.9,,moving,0.0,6
2024-01-15 06:00:00,ME-005,MEMU,single_up,22317.371299696035,95.0,,moving,0.0,6
2024-01-15 06:00:00,PA-006,Passenger,central,62119.344655639325,80.3,,moving,0.0,6
2024-01-15 06:00:00,SU-007,Superfast,central,87185.45284645153,135.1,,moving,0.0,6
2024-01-15 06:00:00,SU-008,Superfast,central,15461.4995299412,147.1,Dadar,moving,0.0,6
2024-01-15 06:00:00,EX-009,Express,central,40024.74579348417,128.4,,moving,0.0,6
2024-01-15 06:00:00,EX-010,Express,single_up,90571.28061412554,121.8,Hoshangabad,moving,0.0,6
2024-01-15 06:00:00,PA-011,Passenger,loop,42.33798143699596,85.2,Mumbai Central,moving,0.0,6
2024-01-15 06:00:00,ME-012,MEMU,loop,331.2609906164337,92.6,Mumbai Central,moving,0.0,6
2024-01-15 06:00:00,ME-013,MEMU,single_down,22102.945538417145,87.8,,moving,0.0,6
2024-01-15 06:00:00,SU-014,Superfast,single_down,14803.221465136117,140.9,Dadar,moving,0.0,6
2024-01-15 06:00:00,PA-015,Passenger,single_down,34121.306286796906,71.8,Andheri,moving,0.0,6
2024-01-15 06:00:00,ME-016,MEMU,loop,79759.5216882624,85.2,,moving,9.3,6
2024-01-15 06:00:00,EX-017,Express,single_up,58460.777696211,128.6,,moving,0.0,6
2024-01-15 06:00:00,PA-018,Passenger,loop,44649.822973278395,71.8,,moving,0.0,6
2024-01-15 06:00:00,FR-019,Freight,single_down,37921.6767076309,67.5,,moving,34.190000000000005,6
2024-01-15 06:00:00,SU-020,Superfast,central,85962.26555171191,128.8,,moving,0.0,6
2024-01-15 06:00:00,PA-021,Passenger,single_down,48943.48640370841,84.0,Borivali,scheduled,0.0,6
2024-01-15 06:00:00,EX-022,Express,central,40968.97399115061,115.1,,moving,0.0,6
2024-01-15 06:00:00,SU-023,Superfast,central,39393.3244987999,131.5,,moving,0.0,6
2024-01-15 06:00:00,ME-024,MEMU,single_down,41913.09390982805,87.6,,moving,0.0,6
2024-01-15 06:00:00,PA-025,Passenger,single_down,32193.295432111652,77.4,,moving,0.0,6
2024-01-15 06:00:00,ME-026,MEMU,central,74608.87728305458,86.0,,scheduled,0.0,6
2024-01-15 06:00:00,ME-027,MEMU,single_down,67918.9869829898,84.7,,moving,0.0,6
2024-01-15 06:00:00,PA-028,Passenger,central,86647.84612929929,80.8,,moving,0.0,6
2024-01-15 06:00:00,SU-029,Superfast,single_up,22010.67719910572,136.9,,moving,0.0,6
2024-01-15 06:00:00,SU-030,Superfast,single_down,75424.3224277199,144.6,,moving,0.0,6
2024-01-15 06:00:00,EX-031,Express,single_up,91921.16746240549,111.5,Hoshangabad,moving,0.0,6
2024-01-15 06:00:00,PA-032,Passenger,single_down,60303.50371843293,90.4,,moving,0.0,6
2024-01-15 06:00:00,ME-033,MEMU,single_down,63583.860596028215,82.6,,moving,0.0,6
2024-01-15 06:00:00,SU-034,Superfast,loop,22104.734114909228,142.6,,moving,0.0,6
2024-01-15 06:00:00,ME-035,MEMU,single_up,64685.2238362736,93.9,,moving,0.0,6
2024-01-15 06:00:00,EX-036,Express,single_up,58080.38262357267,125.3,,moving,0.0,6
2024-01-15 06:00:00,EX-037,Express,single_down,45203.611332739965,128.0,,moving,0.0,6
2024-01-15 06:00:00,FR-038,Freight,central,25011.64844328566,66.5,Bandra,moving,0.0,6
2024-01-15 06:00:00,EX-039,Express,single_down,57270.756567163684,128.2,,moving,0.0,6
2024-01-15 06:00:00,PA-040,Passenger,single_up,7669.7082846280755,74.4,,moving,21.8,6
2024-01-15 06:00:00,EX-041,Express,single_up,29539.496391088156,120.0,,moving,3.4,6
2024-01-15 06:00:00,MA-042,Mail,single_up,31968.180861100944,115.1,,moving,10.9,6
2024-01-15 06:00:00,PA-043,Passenger,central,70580.26554810567,71.9,Vasai,moving,0.0,6
2024-01-15 06:00:00,ME-044,MEMU,single_down,44607.65421533002,97.8,,moving,0.0,6
2024-01-15 06:00:00,PA-045,Passenger,single_down,55600.4774200674,87.3,,moving,0.0,6
2024-01-15 06:00:00,PA-046,Passenger,single_up,15130.342670741518,81.0,Dadar,moving,6.5,6
2024-01-15 06:00:00,PA-047,Passenger,single_down,18956.163174048907,83.1,,moving,0.0,6
2024-01-15 06:00:00,SU-048,Superfast,central,13127.280365633324,149.8,,moving,0.0,6
2024-01-15 06:00:00,PA-049,Passenger,central,32242.389174995704,76.3,,moving,0.0,6
2024-01-15 06:00:00,ME-050,MEMU,single_down,19549.404884442254,96.6,,moving,14.1,6
2024-01-15 06:00:00,EX-051,Express,central,23528.02556034069,113.2,Bandra,moving,0.0,6
2024-01-15 06:00:00,MA-052,Mail,central,38014.721551382725,111.0,,moving,0.0,6
2024-01-15 06:00:00,SU-053,Superfast,loop,6010.8123660459405,131.1,,delayed,2.5,6
2024-01-15 06:00:00,SU-054,Superfast,single_down,41980.839126671875,131.3,,scheduled,0.0,6
2024-01-15 06:00:00,ME-055,MEMU,central,2690.270899351461,94.2,,moving,0.0,6
2024-01-15 06:00:00,PA-056,Passenger,loop,23996.222546144632,88.4,Bandra,moving,0.0,6
2024-01-15 06:00:00,ME-057,MEMU,single_down,75198.53704785348,95.4,,moving,0.0,6
2024-01-15 06:00:00,SU-058,Superfast,central,71174.53895294196,146.4,Vasai,moving,0.0,6
2024-01-15 06:00:00,PA-059,Passenger,central,91392.43050869592,78.0,Hoshangabad,scheduled,0.0,6
2024-01-15 06:00:00,ME-060,MEMU,central,71526.38299274417,91.1,,moving,0.0,6
2024-01-15 06:00:00,SU-061,Superfast,single_down,76158.59951831926,138.0,,moving,0.0,6
2024-01-15 06:00:00,PA-062,Passenger,single_up,73206.09854066768,74.2,,delayed,2.3,6
2024-01-15 06:00:00,EX-063,Express,loop,20593.962169666593,115.8,,moving,0.0,6
2024-01-15 06:00:00,EX-064,Express,single_down,54074.362797698006,117.3,,moving,0.0,6
2024-01-15 06:00:00,ME-065,MEMU,single_down,52541.89155348315,93.0,,moving,0.0,6
2024-01-15 06:00:00,PA-066,Passenger,single_down,81936.101107412,86.1,,moving,0.0,6
2024-01-15 06:00:00,PA-067,Passenger,central,24091.21250991187,83.1,Bandra,delayed,3.321046839328947,6
2024-01-15 06:00:00,ME-068,MEMU,central,29578.31319500679,85.4,,moving,0.0,6
2024-01-15 06:00:00,PA-069,Passenger,loop,52771.750777244975,81.0,,moving,0.0,6
2024-01-15 06:00:00,ME-070,MEMU,loop,51535.250588211755,82.0,,moving,0.0,6
2024-01-15 06:00:00,ME-071,MEMU,central,26944.47955006743,91.5,,moving,0.0,6
2024-01-15 06:00:00,EX-072,Express,central,57460.559363634784,119.4,,moving,0.0,6
2024-01-15 06:00:00,PA-073,Passenger,central,74264.21413103153,79.2,,moving,0.0,6
2024-01-15 06:00:00,EX-074,Express,loop,53028.71955624316,128.2,,moving,0.0,6
2024-01-15 06:00:00,PA-075,Passenger,central,85168.89999534134,76.3,,moving,0.0,6
2024-01-15 06:00:30,EX-001,Express,single_up,89857.95884507,122.0,,moving,0.0,6
2024-01-15 06:00:30,PA-002,Passenger,central,17992.3280514144,69.3,,moving,0.0,6
2024-01-15 06:00:30,EX-003,Express,single_down,67589.30052021783,114.4,,moving,0.0,6
2024-01-15 06:00:30,EX-004,Express,loop,80405.25486126452,128.9,,delayed,2.5,6
2024-01-15 06:00:30,ME-005,MEMU,single_up,23109.169122847412,97.0,,moving,0.0,6
2024-01-15 06:00:30,PA-006,Passenger,central,62788.74162017249,79.7,,moving,0.0,6
2024-01-15 06:00:30,SU-007,Superfast,central,88311.11416812062,134.1,,moving,0.0,6
2024-01-15 06:00:30,SU-008,Superfast,central,16687.439646581046,147.6,,moving,0.0,6
2024-01-15 06:00:30,EX-009,Express,central,41094.778320644284,129.9,,moving,0.0,6
2024-01-15 06:00:30,EX-010,Express,single_up,91586.28260676896,119.8,Hoshangabad,moving,0.0,6
2024-01-15 06:00:30,PA-011,Passenger,loop,0.0,85.2,Mumbai Central,delayed,2.7,6
2024-01-15 06:00:30,ME-012,MEMU,loop,0.0,93.0,Mumbai Central,moving,0.0,6
2024-01-15 06:00:30,ME-013,MEMU,single_down,21371.52118021137,87.7,,moving,0.0,6
2024-01-15 06:00:30,SU-014,Superfast,single_down,13628.668410734212,142.7,Dadar,moving,0.0,6
2024-01-15 06:00:30,PA-015,Passenger,single_down,33522.75679674995,73.8,Andheri,moving,0.0,6
2024-01-15 06:00:30,ME-016,MEMU,loop,79049.32158869428,86.7,,moving,9.3,6
2024-01-15 06:00:30,EX-017,Express,single_up,59532.42910194521,128.6,,delayed,4.2,6
2024-01-15 06:00:30,PA-018,Passenger,loop,44051.42989418423,73.3,,moving,0.0,6
2024-01-15 06:00:30,FR-019,Freight,single_down,37359.26321952833,67.3,,moving,34.190000000000005,6
2024-01-15 06:00:30,SU-020,Superfast,central,87035.47840758934,128.8,,moving,0.0,6
2024-01-15 06:00:30,PA-021,Passenger,single_down,48943.48640370841,75.4,Borivali,moving,0.0,6
2024-01-15 06:00:30,EX-022,Express,central,41927.7366126909,115.9,,moving,0.0,6
2024-01-15 06:00:30,SU-023,Superfast,central,40489.231180345756,131.9,,moving,0.0,6
2024-01-15 06:00:30,ME-024,MEMU,single_down,41182.99576956817,86.4,,moving,0.0,6
2024-01-15 06:00:30,PA-025,Passenger,single_down,31548.17458580962,79.0,,moving,0.0,6
2024-01-15 06:00:30,ME-026,MEMU,central,74608.87728305458,86.0,,scheduled,0.0,6
2024-01-15 06:00:30,ME-027,MEMU,single_down,67213.14052618918,85.2,,moving,0.0,6
2024-01-15 06:00:30,PA-028,Passenger,central,87321.4234556786,79.9,,moving,0.0,6
2024-01-15 06:00:30,SU-029,Superfast,single_up,23151.282662460966,136.4,,moving,0.0,6
2024-01-15 06:00:30,SU-030,Superfast,single_down,74219.6660006996,144.5,,moving,0.0,6
2024-01-15 06:00:30,EX-031,Express,single_down,92000.0,110.8,Hoshangabad,moving,0.0,6
2024-01-15 06:00:30,PA-032,Passenger,single_down,59550.171864322925,89.5,,moving,0.0,6
2024-01-15 06:00:30,ME-033,MEMU,single_down,62895.5473233981,81.3,,moving,0.0,6
2024-01-15 06:00:30,SU-034,Superfast,loop,20916.32026065713,144.5,,moving,0.0,6
2024-01-15 06:00:30,ME-035,MEMU,single_up,65468.05089745159,95.8,,moving,0.0,6
2024-01-15 06:00:30,EX-036,Express,single_up,59124.19338616737,126.0,,moving,0.0,6
2024-01-15 06:00:30,EX-037,Express,single_down,44137.23275943204,129.4,,moving,0.0,6
2024-01-15 06:00:30,FR-038,Freight,central,25566.114120248505,66.8,Bandra,moving,0.0,6
2024-01-15 06:00:30,EX-039,Express,single_down,56202.648097817204,129.8,,moving,0.0,6
2024-01-15 06:00:30,PA-040,Passenger,single_up,8289.973114246957,74.4,,delayed,25.5,6
2024-01-15 06:00:30,EX-041,Express,single_up,30539.506880068333,119.5,,moving,3.4,6
2024-01-15 06:00:30,MA-042,Mail,single_up,32927.226754319585,117.0,,moving,10.9,6
2024-01-15 06:00:30,PA-043,Passenger,central,71179.41221592991,72.9,Vasai,moving,0.0,6
2024-01-15 06:00:30,ME-044,MEMU,single_down,43792.65434303963,97.6,,moving,0.0,6
2024-01-15 06:00:30,PA-045,Passenger,single_down,54872.83061359104,85.8,,moving,0.0,6
2024-01-15 06:00:30,PA-046,Passenger,single_up,15805.603752902987,80.9,Dadar,moving,6.5,6
2024-01-15 06:00:30,PA-047,Passenger,single_down,18264.070633988566,83.1,,moving,0.0,6
2024-01-15 06:00:30,SU-048,Superfast,central,14375.36984372264,150.7,Dadar,moving,0.0,6
2024-01-15 06:00:30,PA-049,Passenger,central,32878.06391095073,77.8,,moving,0.0,6
2024-01-15 06:00:30,ME-050,MEMU,single_down,18744.627255362415,94.9,,moving,14.1,6
2024-01-15 06:00:30,EX-051,Express,central,24471.195716701233,112.0,Bandra,moving,0.0,6
2024-01-15 06:00:30,MA-052,Mail,central,38939.87231914564,111.5,,moving,0.0,6
2024-01-15 06:00:30,SU-053,Superfast,loop,6010.8123660459405,131.1,,delayed,2.5,6
2024-01-15 06:00:30,SU-054,Superfast,single_down,41980.839126671875,135.4,,moving,0.0,6
2024-01-15 06:00:30,ME-055,MEMU,central,3475.446371676839,95.2,,moving,0.0,6
2024-01-15 06:00:30,PA-056,Passenger,loop,23259.799889165737,88.5,,moving,0.0,6
2024-01-15 06:00:30,ME-057,MEMU,single_down,74403.9526977012,94.1,,moving,0.0,6
2024-01-15 06:00:30,SU-058,Superfast,central,72394.64875011053,145.6,,moving,0.0,6
2024-01-15 06:00:30,PA-059,Passenger,central,91392.43050869592,72.0,Hoshangabad,moving,0.0,6
2024-01-15 06:00:30,ME-060,MEMU,central,72285.15399780657,92.2,,moving,0.0,6
2024-01-15 06:00:30,SU-061,Superfast,single_down,75008.42676179139,136.9,,moving,0.0,6
2024-01-15 06:00:30,PA-062,Passenger,single_up,73206.09854066768,74.2,,delayed,2.3,6
2024-01-15 06:00:30,EX-063,Express,loop,19628.93490532147,116.4,,moving,0.0,6
2024-01-15 06:00:30,EX-064,Express,single_down,53096.51492206871,119.2,,moving,0.0,6
2024-01-15 06:00:30,ME-065,MEMU,single_down,51766.946472736665,93.3,,moving,0.0,6
2024-01-15 06:00:30,PA-066,Passenger,single_down,81218.6534538054,87.8,,moving,0.0,6
2024-01-15 06:00:30,PA-067,Passenger,central,24783.499091021957,81.3,Bandra,moving,0.0,6
2024-01-15 06:00:30,ME-068,MEMU,central,30290.192103307763,86.2,,moving,0.0,6
2024-01-15 06:00:30,PA-069,Passenger,loop,52096.908494416755,79.2,,moving,0.0,6
2024-01-15 06:00:30,ME-070,MEMU,loop,50851.91197592535,81.5,Borivali,moving,0.0,6
2024-01-15 06:00:30,ME-071,MEMU,central,27706.663882983965,90.7,,moving,0.0,6
2024-01-15 06:00:30,EX-072,Express,central,58455.18882469476,118.8,,moving,0.0,6
2024-01-15 06:00:30,PA-073,Passenger,central,74924.6010087579,78.1,,moving,0.0,6
2024-01-15 06:00:30,EX-074,Express,loop,51960.35731640813,128.7,,moving,0.0,6
2024-01-15 06:00:30,PA-075,Passenger,central,85804.95868418353,76.8,,moving,0.0,6
2024-01-15 06:15:00,EX-001,Express,single_up,90874.74328823484,122.7,Hoshangabad,moving,0.0,6
2024-01-15 06:15:00,PA-002,Passenger,central,18570.17186901356,70.0,,moving,0.0,6
2024-01-15 06:15:00,EX-003,Express,single_down,66636.24827392127,116.0,,moving,0.0,6
2024-01-15 06:15:00,EX-004,Express,loop,80405.25486126452,128.9,,delayed,2.5,6
2024-01-15 06:15:00,ME-005,MEMU,single_up,23917.180208409223,96.0,Bandra,moving,0.0,6
2024-01-15 06:15:00,PA-006,Passenger,central,63453.25247506748,81.0,,moving,0.0,6
2024-01-15 06:15:00,SU-007,Superfast,central,89429.00576061306,134.1,,delayed,3.2,6
2024-01-15 06:15:00,SU-008,Superfast,central,17917.47837285665,147.3,,moving,0.0,6
2024-01-15 06:15:00,EX-009,Express,central,42177.13191138434,128.2,,moving,0.0,6
2024-01-15 06:15:00,EX-010,Express,single_down,92000.0,120.8,Hoshangabad,moving,0.0,6
2024-01-15 06:15:00,PA-011,Passenger,loop,0.0,86.2,Mumbai Central,moving,2.7,6
2024-01-15 06:15:00,ME-012,MEMU,loop,775.1444424422771,92.3,Mumbai Central,moving,0.0,6
2024-01-15 06:15:00,ME-013,MEMU,single_down,20640.702959740356,88.3,,moving,0.0,6
2024-01-15 06:15:00,SU-014,Superfast,single_down,12439.333739762587,143.9,,moving,0.0,6
2024-01-15 06:15:00,PA-015,Passenger,single_down,32908.00492656349,72.5,,moving,0.0,6
2024-01-15 06:15:00,ME-016,MEMU,loop,78326.9393435314,85.7,,moving,9.3,6
2024-01-15 06:15:00,EX-017,Express,single_up,59532.42910194521,128.5,,moving,4.2,6
2024-01-15 06:15:00,PA-018,Passenger,loop,43440.699364327695,75.0,,moving,0.0,6
2024-01-15 06:15:00,FR-019,Freight,single_down,36798.686349186864,66.6,,moving,34.190000000000005,6
2024-01-15 06:15:00,SU-020,Superfast,central,88108.88931211659,128.8,,delayed,4.7,6
2024-01-15 06:15:00,PA-021,Passenger,single_down,48315.32262111474,74.5,,moving,0.0,6
2024-01-15 06:15:00,EX-022,Express,central,42893.88662664449,114.3,,moving,0.0,6
2024-01-15 06:15:00,SU-023,Superfast,central,41588.400255780885,131.5,,moving,0.0,6
2024-01-15 06:15:00,ME-024,MEMU,single_down,40463.08519696937,85.0,,moving,0.0,6
2024-01-15 06:15:00,PA-025,Passenger,single_down,30889.922083959496,78.0,,moving,0.0,6
2024-01-15 06:15:00,ME-026,MEMU,central,74608.87728305458,91.4,,moving,0.0,6
2024-01-15 06:15:00,ME-027,MEMU,single_down,66503.01405855844,84.9,,moving,0.0,6
2024-01-15 06:15:00,PA-028,Passenger,central,87987.31321320772,81.5,,moving,0.0,6
2024-01-15 06:15:00,SU-029,Superfast,single_up,24287.799875528308,138.2,Bandra,moving,0.0,6
